date,campaign_id,seller_id,category,daily_budget,ad_spend,impressions,clicks,orders,attributed_sales
2024-05-23,C1090,S2071,Electronics,927.44,540.24,6413,36,0,0.0
2024-05-20,C1114,S2087,Beauty,307.05,185.06,1522,13,0,0.0
2024-04-16,C1011,S2008,Electronics,2904.49,1160.3,9287,63,2,4598.92
2024-04-22,C1049,S2037,Electronics,7592.47,7592.47,76190,567,27,69001.11
2024-06-01,C1153,S2118,Electronics,3184.97,1090.05,8352,52,3,7505.91
2024-05-08,C1028,S2021,Home,4175.95,1666.24,20004,133,6,9487.48
2024-05-24,C1050,S2038,Fashion,6773.51,6773.51,34056,318,5,5027.45
2024-04-14,C1133,S2103,Beauty,5212.11,2555.09,30561,222,9,14900.01
2024-06-06,C1083,S2064,Fashion,1846.51,1621.62,16767,102,7,6565.12
2024-05-16,C1020,S2015,Home,6106.64,6106.64,86931,493,13,23984.38
2024-04-04,C1153,S2118,Electronics,3184.97,1309.81,12475,67,7,17492.76
2024-05-02,C1113,S2086,Sports,14336.78,6214.03,89958,574,18,26211.72
2024-05-30,C1150,S2116,Home,6641.48,2880.75,22269,195,27,63476.85
2024-05-30,C1051,S2039,Electronics,5537.57,5537.57,40004,265,14,31189.29
2024-04-15,C1113,S2086,Sports,14336.78,5822.32,135011,596,15,20761.56
2024-06-15,C1103,S2080,Beauty,1414.63,456.31,2808,31,3,3553.55
2024-05-20,C1060,S2047,Electronics,1586.33,829.32,8758,41,2,4485.22
2024-04-21,C1120,S2093,Electronics,1010.09,431.85,6722,24,3,7103.51
2024-05-16,C1060,S2047,Electronics,1586.33,882.16,11648,41,2,4963.92
2024-04-10,C1149,S2115,Electronics,3925.63,1898.38,23612,140,3,7198.76
2024-05-30,C1107,S2082,Sports,324.12,324.12,5136,38,0,0.0
2024-06-09,C1094,S2074,Electronics,4271.26,1623.28,11060,56,2,5089.68
2024-05-28,C1103,S2080,Beauty,1414.63,520.2,3199,39,2,2476.34
2024-06-12,C1044,S2032,Sports,657.38,356.38,3206,31,0,0.0
2024-05-11,C1052,S2040,Sports,17666.34,6869.04,96890,641,13,17409.32
2024-05-18,C1146,S2113,Electronics,1070.76,357.98,3141,18,3,6615.14
2024-06-01,C1133,S2103,Beauty,5212.11,2306.42,20698,196,6,9476.48
2024-05-15,C1120,S2093,Electronics,1010.09,431.22,4638,22,0,0.0
2024-04-07,C1086,S2067,Fashion,382.75,160.1,915,9,0,0.0
2024-04-09,C1055,S2043,Beauty,2688.05,1210.98,11811,94,2,2481.2
2024-04-04,C1012,S2008,Sports,493.27,493.27,6277,49,1,1700.39
2024-05-04,C1017,S2012,Electronics,11302.53,9977.38,103326,664,10,22707.83
2024-05-18,C1135,S2104,Electronics,1435.29,1121.05,12556,47,3,6680.35
2024-06-23,C1078,S2060,Fashion,2938.67,1542.94,6415,112,3,2374.25
2024-05-10,C1123,S2095,Electronics,853.95,473.11,2901,17,1,1867.72
2024-04-13,C1049,S2037,Electronics,7592.47,7592.47,82893,561,37,84858.33
2024-05-20,C1131,S2101,Beauty,3094.39,1546.61,10714,90,8,8951.0
2024-05-03,C1135,S2104,Electronics,1435.29,1435.29,14283,64,2,4223.03
2024-04-29,C1114,S2087,Beauty,307.05,164.88,1924,12,0,0.0
2024-05-13,C1045,S2033,Electronics,1475.87,930.33,8259,37,1,2687.08
2024-05-20,C1140,S2107,Beauty,9463.27,3342.84,36569,263,12,16503.92
2024-04-06,C1038,S2028,Electronics,3371.65,1079.74,13115,70,2,5089.41
2024-04-19,C1130,S2100,Sports,3584.28,2176.78,17440,149,2,2527.91
2024-06-22,C1103,S2080,Beauty,1414.63,471.91,2544,32,1,1173.32
2024-05-16,C1114,S2087,Beauty,307.05,185.71,1683,12,0,0.0
2024-05-01,C1032,S2023,Sports,1915.52,799.61,6184,73,3,4354.94
2024-04-23,C1128,S2098,Beauty,535.92,358.47,2293,30,1,1159.99
2024-06-18,C1074,S2057,Electronics,3077.61,857.64,4508,34,3,8703.96
2024-06-12,C1018,S2013,Beauty,2400.15,1102.26,8898,102,3,4695.83
2024-05-03,C1150,S2116,Home,6641.48,2450.78,16871,176,17,33956.46
2024-05-29,C1101,S2078,Fashion,2094.67,1255.4,7840,93,8,7374.4
2024-04-25,C1100,S2078,Home,573.21,573.21,5163,35,0,0.0
2024-06-10,C1124,S2096,Electronics,6094.33,5730.62,107319,437,19,45627.38
2024-06-12,C1133,S2103,Beauty,5212.11,2229.63,19323,180,3,5194.25
2024-04-08,C1127,S2098,Electronics,285.61,285.61,2711,19,1,2601.2
2024-06-21,C1046,S2034,Beauty,4801.41,1379.46,6245,82,3,4017.3
2024-06-21,C1108,S2083,Home,2793.01,1679.63,12309,146,6,10498.13
2024-06-09,C1025,S2019,Beauty,2255.05,640.69,7097,35,1,1206.9
2024-05-11,C1071,S2054,Electronics,3528.49,1440.2,12386,67,3,8194.29
2024-05-25,C1159,S2123,Fashion,16415.42,7502.46,70996,499,28,18365.48
2024-04-08,C1098,S2076,Beauty,7223.9,2827.89,23539,177,9,9043.03
2024-04-15,C1061,S2048,Electronics,8933.93,4389.02,92417,423,21,44453.5
2024-05-22,C1156,S2120,Fashion,1805.81,1123.0,8877,66,2,2395.88
2024-05-09,C1153,S2118,Electronics,3184.97,1371.74,10317,61,5,11536.06
2024-06-17,C1131,S2101,Beauty,3094.39,1211.45,6096,56,4,4490.58
2024-06-21,C1005,S2003,Beauty,1195.34,372.24,2356,20,0,0.0
2024-04-19,C1109,S2084,Home,10186.39,5215.22,55613,443,21,30907.43
2024-05-28,C1012,S2008,Sports,493.27,493.27,6197,46,0,0.0
2024-05-07,C1133,S2103,Beauty,5212.11,2554.3,27001,203,10,15020.52
2024-04-09,C1033,S2024,Electronics,558.64,283.21,6180,15,1,2939.17
2024-06-07,C1091,S2071,Fashion,979.78,826.51,5033,55,1,682.0
2024-06-14,C1127,S2098,Electronics,285.61,246.59,1569,12,0,0.0
2024-06-13,C1110,S2085,Beauty,794.74,652.74,4667,42,3,4152.27
2024-06-11,C1124,S2096,Electronics,6094.33,5819.32,117215,482,23,61652.8
2024-06-23,C1157,S2121,Fashion,559.41,251.01,2859,26,2,2264.97
2024-05-18,C1133,S2103,Beauty,5212.11,1847.47,15132,145,6,9355.0
2024-06-02,C1070,S2053,Sports,142.38,70.9,1733,9,0,0.0
2024-04-23,C1103,S2080,Beauty,1414.63,583.95,5385,47,1,1108.56
2024-04-03,C1156,S2120,Fashion,1805.81,885.87,11031,64,6,7322.31
2024-04-01,C1034,S2025,Electronics,738.75,738.75,9938,45,2,5472.91
2024-06-01,C1040,S2030,Sports,1782.54,631.09,8522,59,2,4345.52
2024-05-08,C1091,S2071,Fashion,979.78,751.06,4448,53,1,668.64
2024-06-12,C1066,S2050,Beauty,2220.85,2220.85,16479,160,3,3812.41
2024-06-09,C1153,S2118,Electronics,3184.97,946.69,7617,38,3,7138.39
2024-04-11,C1094,S2074,Electronics,4271.26,2180.96,17854,88,8,20491.73
2024-05-25,C1045,S2033,Electronics,1475.87,657.85,6322,26,0,0.0
2024-04-29,C1150,S2116,Home,6641.48,2761.46,23756,192,18,41861.41
2024-04-08,C1071,S2054,Electronics,3528.49,1799.99,17759,99,9,23700.5
2024-05-02,C1020,S2015,Home,6106.64,6106.64,90818,543,8,13709.98
2024-04-27,C1122,S2094,Beauty,11557.38,11050.9,85922,670,64,97800.82
2024-04-18,C1088,S2069,Home,3012.59,1394.74,11236,120,10,16437.24
2024-05-31,C1152,S2117,Beauty,6816.97,6816.97,50420,526,51,57546.67
2024-06-06,C1156,S2120,Fashion,1805.81,1287.31,11928,77,2,2226.3
2024-04-05,C1142,S2109,Fashion,1424.76,822.05,4627,49,3,2908.11
2024-05-12,C1117,S2090,Home,4065.85,2239.26,29701,191,10,12475.45
2024-05-07,C1020,S2015,Home,6106.64,6106.64,83599,483,7,12829.3
2024-04-15,C1065,S2050,Home,4230.34,1805.97,28013,155,11,13889.73
2024-05-28,C1006,S2004,Home,4034.75,2587.29,30704,165,17,42432.98
2024-04-27,C1103,S2080,Beauty,1414.63,536.18,4289,44,3,3180.34
2024-06-22,C1046,S2034,Beauty,4801.41,1305.32,4892,75,5,6813.09
2024-05-13,C1052,S2040,Sports,17666.34,6538.13,104779,578,16,21845.83
2024-04-26,C1088,S2069,Home,3012.59,1645.43,12250,137,12,22633.93
2024-05-11,C1123,S2095,Electronics,853.95,364.72,2141,14,0,0.0
2024-06-15,C1050,S2038,Fashion,6773.51,6773.51,34944,341,5,4650.6
2024-04-29,C1095,S2075,Sports,1554.33,659.47,8545,42,2,3155.75
2024-05-19,C1097,S2076,Electronics,5959.98,2152.92,13500,119,9,18418.59
2024-05-05,C1053,S2041,Fashion,10844.87,7161.99,73218,508,31,27634.55
2024-05-30,C1065,S2050,Home,4230.34,2211.21,32933,186,7,8664.01
2024-05-02,C1148,S2115,Home,2080.53,1419.1,16172,130,4,7662.16
2024-06-10,C1097,S2076,Electronics,5959.98,2873.55,16471,143,9,19856.04
2024-05-18,C1060,S2047,Electronics,1586.33,641.18,7531,30,4,10512.66
2024-04-16,C1048,S2036,Toys,15243.47,6470.22,94540,552,20,10810.5
2024-06-03,C1010,S2007,Fashion,9480.63,4460.54,24079,232,22,19338.56
2024-06-14,C1090,S2071,Electronics,927.44,455.51,4779,28,1,2489.6
2024-04-02,C1045,S2033,Electronics,1475.87,954.13,11035,45,0,0.0
2024-06-14,C1097,S2076,Electronics,5959.98,2532.15,13647,122,11,21491.05
2024-04-15,C1038,S2028,Electronics,3371.65,1192.41,13211,78,4,10078.54
2024-06-09,C1144,S2111,Home,4587.29,4103.84,35861,256,12,17076.55
2024-05-22,C1088,S2069,Home,3012.59,1540.82,9755,120,2,3706.32
2024-05-13,C1006,S2004,Home,4034.75,2885.4,32426,187,13,32152.29
2024-05-31,C1164,S2128,Fashion,1473.66,783.82,4496,37,2,1784.66
2024-05-29,C1135,S2104,Electronics,1435.29,1179.07,12543,50,3,6546.55
2024-05-31,C1043,S2032,Home,1207.3,505.7,5487,43,2,3303.1
2024-06-02,C1048,S2036,Toys,15243.47,5691.86,71125,470,18,11003.71
2024-05-15,C1130,S2100,Sports,3584.28,2320.67,16841,142,6,6847.26
2024-04-04,C1122,S2094,Beauty,11557.38,11204.11,96025,755,59,79912.23
2024-04-08,C1152,S2117,Beauty,6816.97,6816.97,57137,696,79,99227.48
2024-06-10,C1130,S2100,Sports,3584.28,2199.07,14565,124,3,3859.26
2024-05-20,C1104,S2081,Sports,3280.31,1213.15,15620,110,3,4017.2
2024-04-07,C1030,S2022,Beauty,7500.86,7179.18,76989,635,50,54222.45
2024-06-16,C1143,S2110,Sports,1197.67,424.95,5758,31,2,3248.08
2024-05-15,C1103,S2080,Beauty,1414.63,588.58,3985,48,6,7430.12
2024-06-20,C1066,S2050,Beauty,2220.85,1800.73,9292,110,2,2789.04
2024-04-17,C1110,S2085,Beauty,794.74,794.74,7344,60,2,2702.47
2024-05-14,C1123,S2095,Electronics,853.95,419.64,2799,14,1,1956.01
2024-06-22,C1049,S2037,Electronics,7592.47,6320.45,49127,328,15,36642.29
2024-04-15,C1119,S2092,Fashion,4462.32,2489.58,16797,175,12,10567.49
2024-05-01,C1113,S2086,Sports,14336.78,6016.54,111108,580,11,16836.35
2024-05-15,C1119,S2092,Fashion,4462.32,2788.49,16676,186,3,2477.51
2024-04-08,C1105,S2081,Electronics,1392.46,1392.46,10333,69,0,0.0
2024-05-24,C1115,S2088,Beauty,1164.09,361.33,4217,34,1,1471.08
2024-05-22,C1131,S2101,Beauty,3094.39,1769.2,13980,94,14,14968.6
2024-06-06,C1126,S2097,Sports,2820.65,1396.41,18996,143,4,7052.87
2024-06-20,C1031,S2023,Beauty,2412.31,744.14,3870,45,6,7708.37
2024-06-14,C1012,S2008,Sports,493.27,493.27,4666,47,0,0.0
2024-04-13,C1010,S2007,Fashion,9480.63,3853.98,21358,220,16,14434.56
2024-06-03,C1074,S2057,Electronics,3077.61,892.52,6000,38,3,9108.75
2024-05-27,C1054,S2042,Sports,1370.16,786.94,10810,70,1,1532.63
2024-04-29,C1034,S2025,Electronics,738.75,738.75,8879,38,1,2471.94
2024-05-20,C1098,S2076,Beauty,7223.9,3060.01,20421,151,12,13492.64
2024-05-20,C1049,S2037,Electronics,7592.47,7592.47,80212,467,18,47293.24
2024-05-07,C1149,S2115,Electronics,3925.63,1900.0,24055,116,0,0.0
2024-05-13,C1130,S2100,Sports,3584.28,1870.08,14604,107,3,3830.57
2024-05-22,C1112,S2086,Beauty,5328.38,4672.79,52394,319,37,67441.0
2024-06-11,C1010,S2007,Fashion,9480.63,5747.72,25286,326,30,27156.79
2024-05-04,C1133,S2103,Beauty,5212.11,2511.85,31073,220,8,11710.95
2024-05-04,C1054,S2042,Sports,1370.16,683.97,8588,62,2,2861.2
2024-05-29,C1144,S2111,Home,4587.29,4587.29,53574,286,9,13373.01
2024-06-02,C1057,S2045,Electronics,3433.05,1094.66,20711,59,0,0.0
2024-06-09,C1021,S2016,Beauty,29378.01,10520.99,134879,845,54,82892.87
2024-06-11,C1152,S2117,Beauty,6816.97,6816.97,42732,484,50,67142.35
2024-04-22,C1030,S2022,Beauty,7500.86,7500.86,56024,621,63,58113.41
2024-05-09,C1122,S2094,Beauty,11557.38,10937.38,82893,643,34,44758.6
2024-06-07,C1021,S2016,Beauty,29378.01,11578.05,179627,961,58,77655.32
2024-05-30,C1041,S2031,Electronics,1653.81,496.91,2913,23,2,4520.98
2024-06-04,C1136,S2104,Home,1983.86,1243.27,18733,102,1,1660.9
2024-06-20,C1074,S2057,Electronics,3077.61,957.84,5751,41,2,5315.55
2024-04-09,C1049,S2037,Electronics,7592.47,7592.47,85069,563,29,66639.44
2024-05-18,C1160,S2124,Fashion,10141.84,6321.91,27664,404,12,8903.32
2024-06-17,C1092,S2072,Sports,1039.65,381.35,7188,41,3,3921.11
2024-05-29,C1142,S2109,Fashion,1424.76,1026.38,5248,59,2,1835.19
2024-06-20,C1021,S2016,Beauty,29378.01,12557.51,138221,906,53,77768.82
2024-04-02,C1010,S2007,Fashion,9480.63,3807.8,22501,238,22,17366.42
2024-05-10,C1082,S2063,Sports,4457.67,2567.75,34673,227,6,8820.01
2024-06-16,C1120,S2093,Electronics,1010.09,360.98,4679,17,0,0.0
2024-05-13,C1126,S2097,Sports,2820.65,1279.75,16502,127,8,13454.76
2024-05-29,C1052,S2040,Sports,17666.34,7257.18,89348,705,15,20607.5
2024-06-16,C1027,S2020,Beauty,59054.17,20697.93,160522,1422,129,192032.68
2024-05-02,C1109,S2084,Home,10186.39,5101.65,44935,398,10,15231.86
2024-05-17,C1030,S2022,Beauty,7500.86,6792.55,62940,547,45,49286.38
2024-06-01,C1149,S2115,Electronics,3925.63,1235.5,14424,76,2,5008.66
2024-05-22,C1066,S2050,Beauty,2220.85,2220.85,13983,162,6,7578.96
2024-05-05,C1001,S2001,Sports,943.48,398.1,2754,28,2,2680.24
2024-04-22,C1113,S2086,Sports,14336.78,6405.25,107835,590,17,22090.06
2024-06-01,C1097,S2076,Electronics,5959.98,2524.82,16672,133,11,25760.93
2024-06-07,C1070,S2053,Sports,142.38,83.96,2173,10,0,0.0
2024-05-04,C1027,S2020,Beauty,59054.17,19774.71,145710,1525,125,200255.82
2024-06-05,C1094,S2074,Electronics,4271.26,1713.02,11288,55,4,9895.17
2024-05-12,C1052,S2040,Sports,17666.34,5572.89,93870,539,11,15635.56
2024-04-20,C1058,S2046,Electronics,4523.61,4092.47,33278,243,20,46615.14
2024-06-20,C1152,S2117,Beauty,6816.97,5504.67,28435,397,42,49471.26
2024-05-03,C1013,S2009,Sports,1732.7,660.84,12203,67,0,0.0
2024-06-06,C1018,S2013,Beauty,2400.15,1253.43,13630,116,6,8894.84
2024-04-18,C1142,S2109,Fashion,1424.76,918.44,6668,56,3,2648.8
2024-05-27,C1119,S2092,Fashion,4462.32,2842.78,19790,199,2,1549.05
2024-05-23,C1137,S2105,Home,4796.02,2876.53,24780,164,7,13702.29
2024-04-27,C1146,S2113,Electronics,1070.76,453.08,4790,26,2,4160.72
2024-04-21,C1080,S2061,Toys,5727.31,2578.26,44633,299,21,13316.3
2024-04-10,C1094,S2074,Electronics,4271.26,1941.37,16719,85,6,16005.93
2024-04-08,C1068,S2052,Electronics,835.86,364.34,2331,21,1,3162.73
2024-06-15,C1010,S2007,Fashion,9480.63,4116.89,19889,226,15,13055.14
2024-04-22,C1137,S2105,Home,4796.02,2375.45,21235,141,7,14065.48
2024-06-08,C1133,S2103,Beauty,5212.11,1715.44,13568,138,7,10097.85
2024-06-12,C1043,S2032,Home,1207.3,564.07,4486,43,5,9082.74
2024-04-25,C1079,S2061,Sports,5386.43,3019.14,44151,264,8,11961.2
2024-05-15,C1159,S2123,Fashion,16415.42,9354.6,81797,663,32,23828.14
2024-04-30,C1111,S2085,Sports,765.0,521.48,8342,63,0,0.0
2024-05-15,C1001,S2001,Sports,943.48,421.1,3040,29,5,6708.19
2024-04-07,C1112,S2086,Beauty,5328.38,5328.38,66578,442,52,87794.94
2024-04-02,C1122,S2094,Beauty,11557.38,11557.38,94095,809,60,88717.01
2024-05-01,C1090,S2071,Electronics,927.44,517.51,5685,38,3,6751.01
2024-05-15,C1048,S2036,Toys,15243.47,5866.03,87878,490,22,11474.55
2024-04-23,C1050,S2038,Fashion,6773.51,6773.51,40138,344,5,4669.21
2024-04-24,C1136,S2104,Home,1983.86,1065.53,14512,85,5,7413.61
2024-04-21,C1118,S2091,Electronics,2288.72,677.71,11729,51,0,0.0
2024-05-27,C1065,S2050,Home,4230.34,2030.41,39876,157,6,7363.15
2024-05-04,C1006,S2004,Home,4034.75,2450.99,24840,147,9,22977.62
2024-05-28,C1017,S2012,Electronics,11302.53,11302.53,95900,685,26,52926.85
2024-06-23,C1045,S2033,Electronics,1475.87,514.07,3827,18,0,0.0
2024-05-08,C1029,S2022,Home,5337.16,5337.16,46018,422,19,36210.61
2024-05-28,C1076,S2058,Sports,911.67,341.94,4059,22,1,1328.64
2024-05-15,C1092,S2072,Sports,1039.65,505.42,6942,53,3,3911.78
2024-06-12,C1056,S2044,Beauty,690.55,245.65,849,11,2,2669.35
2024-06-04,C1001,S2001,Sports,943.48,464.31,3459,32,3,3819.73
2024-05-27,C1163,S2127,Fashion,812.97,638.52,5033,48,5,6315.0
2024-05-20,C1046,S2034,Beauty,4801.41,1813.38,7752,117,5,6024.4
2024-06-14,C1103,S2080,Beauty,1414.63,581.23,3655,44,1,1239.72
2024-05-15,C1143,S2110,Sports,1197.67,484.76,11045,40,3,4621.19
2024-05-27,C1132,S2102,Beauty,1755.9,915.45,6398,58,5,4943.12
2024-04-25,C1071,S2054,Electronics,3528.49,1579.11,14863,81,6,16854.26
2024-05-14,C1060,S2047,Electronics,1586.33,748.17,7190,35,2,4799.97
2024-04-15,C1037,S2027,Electronics,4657.49,1669.03,12726,128,5,13995.96
2024-05-22,C1064,S2049,Home,293.65,158.32,1080,13,1,1646.99
2024-05-12,C1071,S2054,Electronics,3528.49,1248.85,13973,59,2,5350.91
2024-06-09,C1070,S2053,Sports,142.38,62.28,1557,8,0,0.0
2024-06-20,C1133,S2103,Beauty,5212.11,2008.59,14538,144,8,13124.43
2024-04-01,C1148,S2115,Home,2080.53,1201.1,14054,116,1,1852.11
2024-05-18,C1079,S2061,Sports,5386.43,3209.6,42169,288,8,12688.57
2024-05-27,C1146,S2113,Electronics,1070.76,479.59,4871,26,1,2067.71
2024-06-20,C1135,S2104,Electronics,1435.29,1287.31,13873,52,1,2177.4
2024-04-24,C1095,S2075,Sports,1554.33,758.05,11416,50,0,0.0
2024-06-01,C1086,S2067,Fashion,382.75,195.14,1072,10,0,0.0
2024-04-14,C1058,S2046,Electronics,4523.61,3938.93,29595,255,19,44454.75
2024-06-11,C1151,S2116,Beauty,7220.85,2471.35,21859,206,13,18248.4
2024-04-23,C1123,S2095,Electronics,853.95,473.86,3190,19,1,1947.52
2024-06-13,C1078,S2060,Fashion,2938.67,2013.84,10780,156,10,8109.38
2024-05-14,C1071,S2054,Electronics,3528.49,1589.9,13095,75,4,9764.59
2024-04-16,C1034,S2025,Electronics,738.75,738.75,7239,39,1,2500.85
2024-05-04,C1020,S2015,Home,6106.64,6106.64,72545,494,6,11106.42
2024-06-21,C1055,S2043,Beauty,2688.05,881.67,6329,52,0,0.0
2024-06-11,C1003,S2002,Sports,732.87,439.97,4716,38,1,1500.98
2024-05-10,C1001,S2001,Sports,943.48,410.61,3210,30,4,4503.97
2024-04-12,C1001,S2001,Sports,943.48,473.87,3612,34,2,2564.06
2024-05-15,C1057,S2045,Electronics,3433.05,1420.34,24342,78,3,8436.49
2024-06-02,C1155,S2119,Sports,1639.91,787.35,5194,70,9,11658.96
2024-06-08,C1069,S2053,Beauty,222.33,75.19,402,5,0,0.0
2024-06-01,C1058,S2046,Electronics,4523.61,3903.55,22321,206,11,27910.81
2024-05-01,C1038,S2028,Electronics,3371.65,1190.79,13208,68,0,0.0
2024-06-19,C1027,S2020,Beauty,59054.17,20258.78,128992,1246,141,231620.37
2024-04-08,C1024,S2018,Sports,2063.13,854.34,11161,71,5,9313.6
2024-05-13,C1028,S2021,Home,4175.95,2108.63,20005,165,3,5003.46
2024-06-08,C1111,S2085,Sports,765.0,449.73,6870,56,4,5968.05
2024-06-22,C1027,S2020,Beauty,59054.17,15796.39,123124,958,93,142582.23
2024-05-15,C1068,S2052,Electronics,835.86,351.4,2431,17,0,0.0
2024-05-23,C1159,S2123,Fashion,16415.42,10094.71,99452,706,42,28618.19
2024-06-07,C1050,S2038,Fashion,6773.51,6773.51,26508,320,8,7465.63
2024-06-03,C1055,S2043,Beauty,2688.05,1070.87,5822,59,0,0.0
2024-06-20,C1010,S2007,Fashion,9480.63,5407.01,23444,312,28,21382.37
2024-04-25,C1014,S2010,Home,2884.14,1377.37,14606,112,6,8345.34
2024-04-07,C1091,S2071,Fashion,979.78,518.53,4387,41,1,675.55
2024-04-23,C1135,S2104,Electronics,1435.29,1309.58,18237,64,0,0.0
2024-05-12,C1143,S2110,Sports,1197.67,440.65,9075,35,2,3217.08
2024-05-08,C1060,S2047,Electronics,1586.33,797.85,10531,44,2,4810.79
2024-05-05,C1102,S2079,Beauty,6294.23,5604.09,58877,394,20,23309.96
2024-04-21,C1149,S2115,Electronics,3925.63,1485.74,15811,98,3,6704.4
2024-06-21,C1022,S2017,Electronics,806.78,340.96,2565,19,3,7053.91
2024-04-29,C1128,S2098,Beauty,535.92,286.91,1643,24,1,1164.84
2024-05-18,C1080,S2061,Toys,5727.31,2564.08,42315,282,8,4311.38
2024-05-27,C1033,S2024,Electronics,558.64,203.16,3165,8,2,5756.64
2024-04-02,C1123,S2095,Electronics,853.95,551.08,3806,23,2,4008.73
2024-05-24,C1119,S2092,Fashion,4462.32,2828.84,18544,189,2,1747.98
2024-04-16,C1116,S2089,Beauty,1712.87,1020.23,10004,95,6,9059.59
2024-04-17,C1151,S2116,Beauty,7220.85,3314.88,35009,324,19,28120.44
2024-04-07,C1101,S2078,Fashion,2094.67,676.53,4833,55,1,792.63
2024-05-10,C1126,S2097,Sports,2820.65,1402.09,15355,152,3,6051.61
2024-05-23,C1144,S2111,Home,4587.29,4587.29,58885,319,16,24514.26
2024-06-07,C1069,S2053,Beauty,222.33,91.03,418,6,0,0.0
2024-05-25,C1093,S2073,Fashion,310.74,173.77,1719,14,2,1584.68
2024-04-10,C1123,S2095,Electronics,853.95,582.18,4343,23,0,0.0
2024-05-12,C1142,S2109,Fashion,1424.76,936.6,5793,52,6,6003.56
2024-06-02,C1142,S2109,Fashion,1424.76,981.79,6735,56,8,8601.45
2024-06-09,C1029,S2022,Home,5337.16,5233.25,44455,386,23,40005.57
2024-04-14,C1064,S2049,Home,293.65,136.24,1214,11,1,1555.39
2024-05-19,C1072,S2055,Electronics,29450.31,13153.9,86129,545,23,44188.29
2024-06-02,C1140,S2107,Beauty,9463.27,3406.57,43066,293,13,16513.02
2024-04-25,C1004,S2003,Electronics,382.12,382.12,2997,20,0,0.0
2024-06-03,C1120,S2093,Electronics,1010.09,456.7,5691,21,3,6961.6
2024-05-14,C1066,S2050,Beauty,2220.85,1995.8,15594,158,6,8664.42
2024-06-22,C1013,S2009,Sports,1732.7,566.21,7694,57,4,6561.34
2024-04-14,C1034,S2025,Electronics,738.75,738.75,9544,43,2,4751.21
2024-06-16,C1015,S2011,Sports,4710.93,2091.67,32822,165,8,10786.34
2024-05-08,C1150,S2116,Home,6641.48,2447.81,17785,184,11,23259.97
2024-05-24,C1147,S2114,Home,1749.71,725.51,5771,52,1,1433.35
2024-05-25,C1143,S2110,Sports,1197.67,421.39,8790,35,4,5836.97
2024-06-05,C1131,S2101,Beauty,3094.39,1290.58,7159,68,2,2423.79
2024-05-20,C1026,S2020,Electronics,34570.6,20082.64,240326,1338,98,197973.19
2024-05-08,C1054,S2042,Sports,1370.16,681.98,10013,61,1,1523.7
2024-04-09,C1094,S2074,Electronics,4271.26,2342.57,16571,90,4,10122.3
2024-05-18,C1127,S2098,Electronics,285.61,232.59,1731,14,0,0.0
2024-04-12,C1127,S2098,Electronics,285.61,276.47,2793,18,1,2508.77
2024-04-17,C1091,S2071,Fashion,979.78,579.19,3585,45,2,1295.73
2024-04-23,C1088,S2069,Home,3012.59,1349.38,9734,123,5,8985.87
2024-04-30,C1065,S2050,Home,4230.34,2126.16,32644,175,5,7010.83
2024-04-28,C1117,S2090,Home,4065.85,2033.27,30034,176,17,22624.97
2024-06-03,C1102,S2079,Beauty,6294.23,6294.23,54617,378,28,30746.91
2024-05-26,C1124,S2096,Electronics,6094.33,4386.56,90445,348,7,17491.41
2024-04-09,C1102,S2079,Beauty,6294.23,6294.23,71829,461,34,37655.47
2024-06-16,C1087,S2068,Beauty,508.24,188.08,1011,12,0,0.0
2024-06-23,C1137,S2105,Home,4796.02,1835.5,16383,102,3,6188.09
2024-04-10,C1053,S2041,Fashion,10844.87,6554.94,55329,489,42,34537.05
2024-04-01,C1048,S2036,Toys,15243.47,5718.91,70937,500,20,11297.31
2024-04-07,C1008,S2005,Fashion,4198.97,1708.15,26198,125,2,2143.57
2024-04-07,C1036,S2026,Home,994.55,994.55,7389,75,0,0.0
2024-06-18,C1064,S2049,Home,293.65,155.8,1051,12,2,2943.99
2024-06-14,C1060,S2047,Electronics,1586.33,640.12,7190,27,2,5232.41
2024-06-17,C1108,S2083,Home,2793.01,1275.43,11439,110,6,9702.37
2024-04-03,C1012,S2008,Sports,493.27,493.27,5784,49,3,5098.12
2024-05-19,C1154,S2118,Beauty,2961.47,896.57,10691,59,8,11295.31
2024-05-03,C1005,S2003,Beauty,1195.34,502.8,3110,34,0,0.0
2024-04-07,C1079,S2061,Sports,5386.43,2978.8,35510,268,11,16475.83
2024-05-05,C1151,S2116,Beauty,7220.85,2158.14,19621,191,9,13435.29
2024-05-16,C1148,S2115,Home,2080.53,1525.33,15154,121,4,6769.14
2024-05-14,C1087,S2068,Beauty,508.24,202.13,1551,13,0,0.0
2024-04-18,C1075,S2057,Fashion,1829.22,692.97,4175,43,3,2998.58
2024-04-27,C1148,S2115,Home,2080.53,993.46,14267,88,1,1633.05
2024-04-06,C1100,S2078,Home,573.21,540.32,4285,31,0,0.0
2024-04-24,C1119,S2092,Fashion,4462.32,2693.66,20912,183,3,2519.24
2024-04-28,C1122,S2094,Beauty,11557.38,10223.84,83123,675,54,77126.86
2024-05-17,C1131,S2101,Beauty,3094.39,1799.57,14362,101,5,5272.16
2024-05-28,C1027,S2020,Beauty,59054.17,23644.4,140887,1486,150,250565.31
2024-04-19,C1117,S2090,Home,4065.85,2296.12,40414,203,14,19641.12
2024-06-08,C1120,S2093,Electronics,1010.09,363.18,3635,16,0,0.0
